FoodExp,Residence,HholdSize,RestMeals,Gender,Age,Income
459.108,2,2,0,1,74,1514.712
554.808,2,5,0,1,33,2293.005
845.364,2,5,0,1,51,3593.639
558.096,2,2,0,0,55,1668.862
91.956,2,1,0,1,21,189.191
253.668,2,1,0,1,49,828.84
303.012,2,1,1,0,36,1213.435
196.152,2,1,0,0,80,650.72
237.288,2,2,0,1,45,2774.715
566.064,2,3,0,1,51,2864.898
227.124,2,1,0,0,61,989.678
798.864,2,2,0,1,51,2282.218
197.952,2,3,0,0,50,1157.904
396.912,2,2,0,1,57,649.423
333.444,2,2,0,1,46,1860.733
406.944,2,3,0,0,49,1307.699
112.716,2,1,0,0,65,519.018
760.476,2,4,0,1,46,3421.768
506.304,2,3,0,1,56,1903.91
299.928,2,3,0,1,45,1565.927
265.32,2,1,0,0,64,566.129
498.672,2,2,0,1,25,2014.283
750.72,2,5,0,1,41,2530.334
532.452,2,3,0,1,51,2489.063
365.232,2,1,0,0,65,505.113
204.456,2,1,0,0,22,1080.136
503.82,2,2,0,1,55,818.61
476.52,2,3,0,1,49,1680.584
1093.224,2,7,0,1,38,2404.35
939.768,2,6,0,1,47,2726.974
378.792,2,2,0,0,76,854.323
447.84,2,2,0,1,37,2133.95
398.952,2,3,0,1,49,1673.148
581.568,2,2,0,1,52,2190.544
333.672,2,2,0,0,59,603.854
772.716,2,5,0,1,38,2680.949
414.372,2,2,0,1,48,1022.63
303.144,2,1,0,0,92,527.223
869.196,2,5,0,1,41,2898.664
526.452,2,2,0,1,58,1007.476
790.284,2,3,0,1,57,3297.123
384.036,2,2,0,1,38,1546.977
264,2,2,0,1,64,945.845
569.04,2,2,0,1,45,2046.26
664.92,2,3,0,0,40,2034.682
859.788,2,4,0,1,44,2405.32
635.436,3,4,0,1,34,1590.464
207.804,3,5,0,1,47,1369.9
663.168,3,4,0,1,35,1588.726
275.628,3,2,0,1,53,672.212
234.516,3,2,0,1,80,892.112
308.148,3,3,0,1,58,1522.32
229.368,3,2,0,1,20,799.304
750.648,3,2,0,1,51,1258.76
569.988,3,5,0,1,47,2196.708
287.364,3,1,0,0,67,615.64
440.136,3,2,0,1,55,1446.316
326.616,3,3,0,1,42,1406.8
166.26,3,2,0,1,78,1110.856
132.768,3,1,0,1,70,527.616
89.844,3,1,0,0,44,215.832
482.34,3,3,0,1,45,977.84119
483.372,3,3,0,1,50,1887.624
339.372,4,3,4,1,31,824.96
352.992,4,3,0,1,29,1164
489.912,4,2,0,1,59,4081.8292687673
282.264,4,2,0,1,57,495.116
178.824,4,2,0,1,26,1508.594
299.124,4,1,0,0,79,1633
288.9,4,5,0,0,57,1696.96
384.348,4,2,0,1,63,1515.648
472.212,4,2,0,1,53,1041.24
152.508,4,2,0,1,84,1222.5
618.78,4,4,0,1,33,2316.355
217.332,4,2,0,1,26,1344.064
257.832,4,4,0,1,35,1112.55
611.448,4,3,0,1,46,2899.812
196.728,4,1,0,1,80,514.552
284.088,4,2,0,1,52,1002.2
232.524,4,2,0,1,55,709
612,4,3,0,1,44,8564.58
182.88,4,1,0,0,70,527.4
710.016,4,5,0,1,47,1864.212
968.304,4,2,0,1,60,1648.24
367.032,4,2,0,1,50,1112.7
582.744,4,4,0,1,34,3577.341
505.716,4,3,0,0,49,953.173
402.108,4,3,0,0,41,1093.207
311.592,4,2,0,1,81,838.161
286.8,4,4,0,1,57,678.402
273.792,4,1,0,0,60,400
475.992,4,5,0,1,35,1684.228
592.416,4,2,0,1,49,1753.468
471.876,4,3,0,1,43,1215.437
508.644,4,4,0,1,39,1359.86
394.044,4,4,0,1,48,1823.851
964.536,4,4,0,1,59,1332.2
355.38,4,2,0,1,70,900
207.6,4,1,0,0,68,416.6
114.24,4,1,0,0,54,525
354.9,4,2,0,1,69,750
341.82,4,2,0,1,59,639.952
136.896,4,2,0,0,28,614.8
738.276,4,4,0,1,49,3863.88
796.212,4,5,0,1,50,1998.304
297.6,4,2,0,0,53,963.8
627.804,4,5,0,1,36,1764.796
427.644,4,2,0,0,57,493.6
526.2,4,4,0,1,50,2250.148
127.536,4,3,0,0,48,1480
334.632,4,3,0,1,27,1855.38
485.952,4,3,0,0,35,1687.66
239.628,4,1,0,1,82,542.508
393.984,3,2,0,0,45,1224.145
162.552,3,1,0,0,77,680.314
348.924,3,2,0,0,34,2097.772
363.204,3,2,0,1,52,2228.716
111.42,3,1,0,0,50,767.539
434.556,3,3,20,1,61,2030.899
415.416,3,5,0,0,54,2279.354
492.912,3,3,0,0,29,1247.316
302.76,3,1,0,1,57,2071.1068
350.712,3,4,0,1,34,1385.039
145.368,3,2,0,1,75,852.463
75.18,3,1,0,0,92,551.389
605.04,3,4,0,1,50,2523.818
493.956,3,3,0,1,37,3662.766
380.52,3,1,0,0,59,1175.161
383.976,3,3,0,1,48,3869.814
131.136,3,3,0,1,46,1195
351.972,3,2,0,1,56,2296.246
655.56,3,2,0,1,59,5262.355
581.568,3,4,0,1,40,2190.464
393.612,3,2,0,0,43,2842
389.172,3,3,0,1,28,2373.263
329.376,3,3,0,1,45,1299.82
408.66,3,2,0,1,28,1487.58
302.592,3,2,0,0,57,1910.797
408.816,4,5,0,1,39,1416.264
593.76,4,4,0,1,54,2981.38
431.664,4,3,3,1,31,1511.3
292.02,4,2,0,1,54,2682.32
317.544,4,4,0,1,44,1701.3
839.832,4,3,0,1,32,2132.72
200.424,4,1,0,0,57,511.8
498.744,4,2,0,0,63,1821.32
172.008,4,2,0,0,53,715.6
303.6,4,3,0,1,73,1754.8
294.816,4,4,0,1,43,1431.44
233.052,4,2,0,0,83,1510.88
487.08,4,2,0,1,59,629.44
256.32,4,4,0,1,52,1301.76
394.116,4,4,0,1,57,1483.68
551.748,4,4,0,1,41,2037.36
206.952,4,4,0,1,45,1112.82
622.944,4,3,0,1,31,2068.36
204.024,4,2,0,1,42,954
238.032,4,3,0,1,76,1136.2
367.92,4,2,0,1,39,870.2
303.6,4,2,0,1,55,900.12
584.76,4,5,0,1,38,901.28
282.408,4,2,0,1,70,1017.674
457.008,4,4,0,1,58,2203.76
144.456,4,1,0,0,77,954.236
474.228,4,2,0,1,52,2100.139
602.892,4,4,0,1,53,3648.824
149.112,4,2,0,1,46,813.255
360.192,4,3,0,1,52,1353.519
268.356,4,6,0,1,36,2230.273
438.912,4,3,0,1,48,2329.175
395.172,4,5,0,1,52,1295.86
739.704,4,1,0,0,60,1451.904
248.784,4,3,0,1,56,965.772
768.816,4,6,2,1,48,4145.527
435.66,4,4,0,1,46,8159.164
529.332,4,3,0,1,29,2288.81
747,4,5,0,1,38,1327.713
554.124,4,4,0,1,39,2193.65
180.456,4,1,0,1,33,914.76
337.428,4,3,0,0,30,903.36
306.588,4,1,0,0,48,627.795
445.02,4,3,0,1,66,1750.864
173.544,4,1,0,1,25,633.175
888.948,4,2,44,1,30,3448.7
233.76,4,2,0,1,74,1086.697
234.372,4,2,0,0,36,2613.601
365.94,4,3,0,1,46,1608.636
753.66,4,5,0,1,59,4739.688
324.288,4,2,0,1,71,847.9
201.312,3,3,0,1,29,1653.257
273.192,3,2,0,1,81,1340.94
277.44,3,2,0,1,60,1161.66
197.352,3,3,0,0,38,1461.536
215.556,3,2,0,1,66,1080.696
503.76,3,3,3,0,51,3919
222.66,3,1,0,0,57,892.864
548.916,3,5,2,1,35,3747.729
251.256,3,1,0,1,55,405.1
728.484,3,3,8,1,41,5597.302
198.684,3,2,0,1,27,2058.842
321.072,3,3,0,0,44,1836.584
705.18,3,3,30,1,52,3630.38
574.164,3,2,12,0,30,2168.48
477.456,3,3,0,0,48,2560.173
184.368,3,2,0,1,43,1974.928
323.304,3,2,0,1,56,797.363
209.412,3,1,0,1,57,958.125
340.092,3,2,0,1,91,964.44
788.616,3,3,0,1,51,3668.27
441.42,3,3,0,0,27,1541.524
795.204,3,3,2,1,30,3300.745
473.148,3,4,0,1,48,2314.234
568.368,3,4,0,1,49,4534.4
296.808,3,2,1,1,48,1725.775
220.488,3,1,0,1,52,831
353.328,3,1,0,1,59,1011.488
169.944,3,2,0,1,54,622.736
478.02,3,2,0,1,75,1879.12
493.404,3,3,0,0,59,1300.49
725.724,3,4,4,1,42,3609.138
286.536,4,2,0,1,67,1203.219
426.9,4,3,0,1,52,2677.238
290.208,4,2,0,1,61,1147.853
100.08,4,1,0,0,84,623.424
533.652,4,4,0,1,41,2434.872
541.62,4,4,0,1,40,7123.877
428.688,4,3,0,1,50,1408.383
502.632,4,3,0,0,52,1569.928
505.86,4,3,0,1,63,1501.325
307.332,4,2,0,1,55,1566.924
881.988,4,5,0,1,41,2063.656
498.516,4,2,0,1,49,1719.136
817.56,4,4,0,1,49,2381.497
263.964,4,3,0,1,52,1291.225
353.64,4,3,0,0,36,1321.704
332.208,4,2,0,1,77,943.186
342.42,4,3,0,1,47,1703.552
417.864,3,2,0,1,72,1081.787
841.584,3,4,0,1,38,1508.378
155.952,3,2,0,1,55,713.18
230.892,3,5,0,1,46,874.371
457.536,3,4,0,1,32,2005.084
402.3,3,2,6,1,27,1832.486
258.612,3,3,0,0,44,1379.72975
367.656,3,3,2,1,28,1598.798
211.56,3,2,0,1,31,1924.76
172.872,3,1,0,0,68,550.884
309.936,3,3,0,1,28,1631.975
550.32,3,5,0,1,35,2947.608
78.756,3,2,0,1,51,887.54
295.08,3,1,0,0,30,1719.628
478.644,3,3,0,1,28,1909.39431875
275.184,3,2,0,1,50,1136.074
369.828,3,2,0,1,53,1309.335
170.7,3,1,3,1,26,1131.864
424.524,3,2,1,1,52,2030.305
593.1,3,3,0,1,56,3077.672
163.368,3,1,0,0,80,653.95
670.992,3,3,0,1,59,2720.915
194.676,3,1,0,0,69,718.854
450.288,3,2,0,1,52,1740.111
482.88,3,4,0,1,42,1317.105
645.612,3,4,0,1,50,2075.37
591.216,3,4,0,1,35,1467.505
244.668,3,2,0,1,61,991.522
219.06,3,1,0,1,44,754.475
355.56,3,2,0,1,53,1463.084
332.808,3,2,0,1,58,1132.594
324.3,3,1,0,1,53,464.69
398.328,3,3,0,1,33,1647.38
583.836,3,4,0,1,41,2862.24
399.552,3,2,0,1,54,981.52
224.772,3,4,0,1,53,2371.649
390.9,3,3,0,1,47,1991.908
543.036,3,3,0,0,39,1497.02
338.316,3,3,0,0,36,1298.257
328.86,3,2,0,1,54,1297.5
254.076,3,2,0,1,50,1270.886
197.616,3,2,0,1,76,1241.688
587.208,3,4,0,0,51,2478.792
423.816,3,4,0,1,80,2062.98
320.976,3,2,0,1,51,1459.23
259.572,3,3,0,1,43,1148.786
671.796,3,5,0,1,43,2659.450366
736.212,3,4,0,1,57,2693.923
233.82,3,1,0,1,38,564.425
411.492,3,3,0,1,48,917.725
322.428,3,2,0,1,67,1032.959
501.516,3,2,0,1,50,1471.551
114.228,2,1,0,0,76,555
406.5,2,4,0,1,56,2134.74
609.3,2,3,2,1,36,5192
913.224,2,3,0,1,49,4288.636
120.324,2,2,0,0,40,450.05
731.256,2,4,0,1,37,1996.65
743.028,2,5,0,1,53,2620.05
328.584,2,1,3,0,52,2098.345
450.588,2,3,0,1,38,1589.97
195.216,2,2,1,1,29,1378.318
191.364,2,2,0,0,37,1270.7405
280.38,2,2,0,1,64,1887.832
97.848,2,2,0,1,26,2629
106.332,2,1,0,1,36,530
181.968,2,2,0,0,54,650.694
614.136,2,4,0,1,36,1665.85
878.904,2,4,0,1,49,3308.58
318.348,2,1,5,0,30,2017.7
273.936,2,1,0,0,56,745.4
92.592,2,1,0,0,72,596.449
344.124,2,5,0,1,31,1687.4
196.668,2,2,0,0,44,955.74
182.484,2,1,0,1,32,562
500.58,2,5,0,1,33,2162.46
202.26,2,1,0,1,67,615.037
249.288,2,1,0,1,70,1016.11
483.12,2,2,0,1,67,1082.232
644.58,2,5,0,1,50,3231.552
399.744,2,2,0,1,62,1071.204
159.048,2,1,0,0,67,628.616
440.964,2,4,0,1,38,3538.828
474.396,2,2,0,1,53,1690.46
745.5,2,4,2,1,47,10048.518
307.26,2,4,0,0,68,2786.74
869.472,2,6,0,1,56,4239.704
354.636,2,2,0,1,47,1511.926
378.036,2,3,1,1,45,2174.13
644.016,2,3,12,1,56,2440.04
531.768,2,3,0,0,48,1639.36
456.66,2,3,0,1,34,2129.12
764.916,2,5,0,1,59,2702.26
583.476,2,4,0,1,40,2134.24
403.944,2,3,0,0,40,1272.5
628.2,2,5,0,1,73,2299.85
574.416,2,2,0,1,59,1466.5
614.868,2,4,8,1,48,2095.366
1161.24,2,3,0,1,53,1877.96
481.224,2,3,0,1,28,1866.3
162.288,2,1,0,0,60,559.712
349.884,2,2,0,1,47,622.672
645.72,2,4,0,1,29,2261.43
357.24,2,3,0,1,49,1801.05
160.62,2,1,0,0,34,1648
776.112,2,4,0,1,43,4961.969
332.28,2,1,0,0,77,516.9
816.252,2,4,0,1,39,2879.9
419.004,2,4,0,1,46,2422.84
307.632,2,4,0,1,45,1691.005
240.852,2,3,0,1,52,3250
474.708,2,2,0,0,53,2803.579
445.272,2,3,0,0,42,1170.58
187.044,2,1,0,0,68,629.968
538.14,4,2,0,1,59,4016.06
504.588,4,4,0,1,32,1163.719
433.716,4,2,0,1,59,2412.042
118.044,4,1,0,0,60,696.112
144.624,4,1,0,0,68,905.836
159.96,4,1,0,0,56,739.55
821.952,4,3,0,0,57,1398.36
492.12,4,3,0,1,38,1188.118
239.664,4,3,0,1,56,1872.473
442.14,4,2,0,1,29,2069.95
554.796,4,5,0,1,33,1720.046
152.436,4,1,0,0,47,652.04
274.008,4,4,0,1,32,1391.029
403.872,3,3,0,1,39,1472.686
605.952,3,3,0,1,25,1779.655
787.224,3,4,0,1,47,1823.626
475.968,3,5,0,1,41,1144.431
479.316,3,3,0,1,44,2637.86
699.024,3,5,0,1,42,1960.919
156.984,3,1,0,0,78,520.22
289.416,3,2,0,0,59,914.16
213.6,3,1,0,0,44,338.3
277.224,3,2,0,1,49,1943.154
343.428,3,4,0,1,49,1297.735
543.672,3,3,0,1,57,2634.157
743.76,3,3,0,1,47,1374.5
499.464,3,2,0,1,56,2484.652
141.564,3,1,0,0,74,548.565
603.876,3,4,0,1,44,1785.299
513.096,3,4,0,1,53,1399.807
333.084,3,3,0,1,39,2173.864
502.08,3,5,0,1,55,3025.15
261.156,3,2,0,0,37,1940.91165
281.736,3,3,0,1,37,1699.4
247.86,3,3,0,1,30,772.55
548.016,3,4,0,1,40,3463.9955
168.252,3,3,0,1,25,1074.6
191.424,3,1,0,0,71,644.456
610.404,3,4,0,1,38,856.01
237.576,3,2,0,0,23,834.606
270.792,3,2,0,0,65,996.032
109.428,3,1,0,0,59,575.576
368.772,3,3,0,1,57,1253.673
235.68,3,2,0,1,25,1935.1555
365.544,3,2,0,1,70,1250.357
215.028,3,2,0,1,53,1067.888
599.916,3,3,0,1,31,4042.475
828.228,3,3,0,0,42,989.95
310.812,3,2,0,1,81,1161.284
556.236,3,2,0,1,50,1330.297
532.8,3,4,0,1,56,1485.37
230.316,3,1,0,0,65,535.748
396.6,3,1,2,1,47,730.22
227.232,3,2,0,1,54,2257.42746875
438.912,3,4,0,1,40,2331.295
229.464,3,2,0,0,27,756.96
563.76,3,5,0,1,40,1243.61
294.156,3,2,0,0,48,949.143
332.964,3,2,0,1,56,1538.18
259.032,3,2,0,0,48,1461.751
397.728,3,2,2,1,34,1204.475
447.336,3,3,0,0,42,1227.476
343.644,3,3,0,1,34,965.979
228.996,3,1,0,0,80,663.832
148.512,3,1,0,0,61,585.119
231.372,3,1,0,1,68,835.166
477.012,3,4,0,1,63,1445.751
286.32,3,2,0,1,74,663.348
180.048,3,1,0,0,83,513.289
532.62,3,2,0,1,32,2100.51
370.38,3,2,0,0,45,981.449
441.936,3,3,0,1,43,2290.31
298.548,3,2,0,1,27,1057.747
190.404,3,1,0,0,74,574.201
377.94,3,4,0,1,54,2323.4
386.904,3,4,0,1,30,1593.214
449.64,3,3,0,1,49,2103.713
246.06,3,2,0,0,55,1124.203
477.6,3,2,0,1,51,2433.016
593.376,3,3,0,1,49,2018.99
447.996,3,4,0,1,49,1822.3
377.616,3,3,0,0,61,1352.455
458.484,3,3,0,1,37,2461.691
384.036,3,2,0,1,70,1190.927
282.948,3,4,0,1,28,641.264
537.216,3,4,0,0,41,2015.877
519.48,3,4,0,1,56,1902.997
574.092,3,4,0,1,33,1812.89
238.404,3,1,0,1,53,1019.025
477.492,3,5,0,1,37,1889.349
251.724,3,1,0,0,66,650.386
383.268,3,2,1,1,28,1654.091
216.972,3,1,0,1,26,684.682
502.608,3,3,0,1,33,1378.884
299.664,3,5,0,0,45,1187.56
384.24,3,5,0,1,44,1899.59
251.1,3,2,0,0,41,3690.2
273.492,3,2,0,0,43,1242.6
148.596,3,1,0,0,61,540
281.304,3,3,0,1,36,994.72
209.916,3,1,0,1,60,378.4
314.124,3,2,0,1,52,1296.2
229.524,3,2,0,1,81,608.24
405.036,3,4,0,1,47,2888.74
345.672,3,4,0,1,54,1703.18
203.436,3,2,0,1,64,1162.8
289.656,3,3,0,1,65,3223.12
246.432,3,4,0,1,50,1285.2
315.42,3,2,0,1,69,957
346.668,3,5,0,1,32,1159.8
323.988,3,4,0,1,42,754.44
352.536,3,4,0,1,28,1293.2
238.248,3,1,0,1,57,631.96
320.364,4,4,0,1,45,1257.12
357.936,4,2,0,1,65,1303
251.928,4,3,0,1,30,1115.314
322.86,4,2,0,1,69,1049.76
252.948,4,2,0,0,55,1113.36
403.284,4,3,0,1,52,1105.8
359.016,4,4,0,1,45,1621
643.512,4,5,0,1,50,2314.724
356.004,4,3,0,1,49,1237.76
468.072,4,5,0,1,47,2300.3
441.144,4,2,0,1,48,1892.46
281.484,4,1,0,0,70,642
459.096,4,3,0,1,55,1877
618.012,4,3,0,0,53,2027.94
247.02,4,1,0,1,80,676.28
373.296,4,3,0,1,53,2265.336
272.292,4,2,0,1,67,1507.974
353.292,4,2,0,1,61,1334.248
573.168,4,5,0,1,43,2178.85
648.648,4,7,0,1,43,3426.515
375.924,4,4,0,1,31,2122
453.924,4,3,0,1,44,1876.007
520.752,4,3,0,1,70,1576.795
576.9,4,4,0,1,43,1867.916
408.684,4,3,0,0,26,1664.271
464.616,4,4,0,1,37,2604.67
593.328,4,2,0,1,54,1586.351
215.616,4,2,0,1,56,971.576
428.676,4,3,0,0,43,2603.863
346.548,4,2,0,1,59,2928.821
114.948,4,1,0,1,60,588.32
455.124,4,3,0,1,50,1025.542
257.136,4,1,0,1,63,467.927
828.672,4,2,0,1,58,1598.311
554.544,4,4,0,1,46,1871.101
254.52,4,1,0,0,47,1047.61
289.932,4,2,0,1,71,1113.116
545.688,4,4,0,1,31,1809.294
933.312,4,4,0,1,33,2913.908
607.896,4,1,0,0,74,557.675
566.772,4,3,0,1,28,1585.63
713.532,4,5,0,1,37,1881.237
223.284,4,1,0,1,53,378.024
598.548,4,5,0,1,34,1846.314
473.232,4,1,0,0,68,631.105
299.352,4,2,0,1,57,1334.178
247.14,4,2,0,1,33,1392.19
677.652,4,5,0,1,51,3563.056
732.816,4,3,0,1,40,1781.372
492.048,4,4,0,1,35,1750.317
471.384,4,7,0,1,47,2790.33
365.808,4,3,0,0,44,2355.142
545.784,4,2,0,1,53,2342.21
195.792,4,3,0,1,31,1255.48
185.316,4,2,0,1,81,727.244
512.208,4,3,0,1,47,2440.906
274.704,4,2,0,1,41,2557.703
134.748,4,1,0,0,78,515.314
332.424,4,2,0,1,55,1405.086
384.9,4,2,0,1,56,1014.28
833.16,4,5,0,1,31,3153.883
458.808,4,3,0,1,35,1615.41
964.356,4,3,0,1,49,3358.998
249.768,4,3,0,1,50,2585.308
262.272,4,2,0,0,60,1095.268
558.384,4,3,0,1,54,1969.373
821.4,4,4,0,1,49,2647.84
268.128,4,2,0,0,77,1012.206
110.592,4,1,0,0,76,507.188
366.768,4,2,0,1,29,2821.625
1169.268,4,5,0,1,53,2598.548
121.584,4,2,0,0,25,594.564
22.596,4,1,0,0,38,260
500.904,4,3,0,1,29,1450.754
215.808,4,1,0,0,70,479.648
456.204,4,4,0,1,33,1966.124
394.332,3,3,0,1,52,1792.984
103.464,3,1,0,0,54,643.88
194.7,3,2,0,1,65,826.208
544.512,3,4,0,1,49,3227.969
467.028,3,6,0,1,52,1245.76
143.328,3,3,0,1,35,365.44
481.212,3,4,0,1,32,3686.841
357.972,3,3,0,1,33,1100.039
210.012,3,5,0,1,36,1518.973
97.536,3,1,0,0,80,658.43
193.704,3,3,0,1,56,1399.45
207.696,3,1,0,1,73,808.88
172.356,3,3,0,0,41,696
397.212,3,2,0,0,47,2107.135
501.696,3,4,0,1,45,2315.093
529.476,3,2,2,1,72,1607.39
463.68,3,3,20,1,52,2648.188
269.76,3,3,0,1,43,1246.311
489.336,3,4,0,1,51,1871
77.988,3,1,0,0,66,574.367
273.996,3,2,0,1,52,1194.377
290.508,3,3,0,1,25,1126.04
148.212,3,1,0,1,92,557.448
733.152,3,5,0,0,47,3385.709
450.528,3,3,0,1,53,1781.016
144.612,3,1,0,0,91,466.24
269.568,3,6,0,1,32,3200.348
66.876,3,1,0,0,61,738
137.964,3,1,0,0,59,752.55
54.816,3,1,0,0,19,442.6
682.716,3,4,0,1,43,4727.08
593.532,3,4,8,1,39,3607.777
891.288,3,3,0,1,58,3728.211
684.3,3,4,0,1,56,2049.908
823.752,3,5,0,0,40,3507.934
782.556,3,3,20,1,55,2388.019
372.12,3,4,0,1,42,3503.606
224.316,3,2,0,0,76,1333.748
232.908,3,2,0,1,25,1070.8
253.608,3,3,0,1,48,1047.45
160.788,3,1,0,0,70,544.225
265.896,3,3,0,0,46,1852.163
277.752,3,1,0,0,68,561.731
191.52,3,3,0,0,35,1091.95
739.308,3,3,0,1,38,2233.103
286.74,3,1,0,1,47,1798
195.516,3,3,0,1,47,1412.025
239.832,3,2,0,1,71,845.343
562.968,3,2,0,1,37,1709.975
293.244,3,3,0,1,45,2435.495
453.54,3,5,0,1,50,1421.525
317.46,3,2,0,1,60,989.522
466.08,3,3,0,1,56,1651.753
172.596,4,2,0,0,39,762.138
59.304,4,2,0,1,64,714
324.804,4,4,0,1,52,2244.722
211.092,4,2,0,1,60,1031.5
254.484,4,2,0,0,48,1727.22
797.58,4,4,0,1,54,1407.786
412.884,4,5,0,1,35,1264.456
139.548,4,3,0,0,62,971.906
266.436,4,4,0,1,46,775.232
292.164,4,2,0,0,50,1132.66
564.12,4,4,0,1,67,2084.16
287.004,4,2,1,1,31,1274.368
291.972,3,4,0,1,31,1920.608
201.468,3,2,0,0,48,780.8
558.924,3,3,0,1,44,2071.854
385.632,3,2,0,1,69,1369.16
110.244,3,1,0,0,50,274.78
201.756,3,3,0,0,50,582.6
450.888,3,2,0,1,58,2277.697
127.2,3,1,0,0,74,581.535
492.204,3,2,0,1,55,1859.165
208.536,3,2,0,1,66,1522.44
293.064,3,3,0,0,52,958.288
412.056,3,2,0,1,29,2734.884
247.8,3,3,0,1,59,1380.605
468.696,3,4,0,1,38,1062.228
176.28,3,1,0,0,81,731.669
476.448,3,3,0,1,52,2077.32
191.652,3,4,0,1,40,1624.737
786.024,3,3,0,1,49,2772.874
323.052,3,2,0,0,60,1001.818
537.996,3,2,0,1,54,2028.345
428.04,3,2,0,1,53,1443.772
225.036,3,3,0,1,35,1026.91
750,3,4,0,1,59,1744.496
824.508,3,6,0,1,31,2039.455
249.924,3,2,0,1,50,774.987
335.328,3,3,0,1,88,1224.94
568.68,3,4,0,1,47,1852.839
393.984,4,5,0,1,30,1774.289
222.684,4,1,0,0,76,434.08
596.976,4,4,0,1,45,1430.9
182.1,4,1,0,0,66,564.02
143.88,4,2,0,1,47,366.24
604.86,4,5,0,1,51,2228.23
220.464,4,2,0,1,65,1164
502.068,4,5,0,1,35,1268.787
447.648,4,6,0,1,44,1207.34
500.94,4,5,0,1,23,1458.315
465.948,4,3,0,1,45,1130.938
342.588,4,4,0,1,32,1393.361
470.952,4,3,0,1,52,1798.597
262.044,4,2,0,1,60,692.128
52.524,4,1,0,0,45,495.372
255.78,4,2,0,1,75,600.132
262.524,4,2,0,1,59,936.132
333.636,4,4,0,1,46,946.287
351.516,4,2,0,0,47,1070.201
130.104,4,1,0,0,59,530
178.392,4,1,0,0,60,546.32
272.892,4,2,0,1,70,864
773.964,4,5,0,1,49,3506.24
1535.52,4,5,0,1,45,2339.445
811.692,4,4,4,1,43,6308.301
722.088,4,4,0,1,47,1707.398
327.468,4,5,0,1,59,1083.127
483.552,4,4,0,1,49,2605.749
601.116,4,5,0,0,46,1589.615
611.58,4,4,0,1,42,2525.832
225.84,4,1,0,0,70,753.42
443.52,4,2,0,0,50,1464.063
714.084,4,5,0,1,49,2565.353
184.416,4,1,0,0,59,573.76
247.332,4,3,0,1,55,1068.4
230.328,4,1,0,0,56,384.6
280.056,4,9,0,1,44,2531.52
380.256,4,2,0,0,45,1041.536
555.312,4,3,0,0,49,1584.188
148.344,4,1,0,0,71,590.465
370.452,4,5,0,1,26,2667.198
536.004,4,4,0,0,62,1649.739
545.46,4,3,0,0,62,1349.838
571.464,4,3,0,1,35,3543.297
453.756,4,4,0,1,33,1488.597
213.24,4,1,0,0,75,298.01
216.504,4,1,0,0,61,676.791
642.816,4,4,0,1,31,2082.3
428.796,4,4,0,1,50,1615.336
262.32,4,5,0,1,27,1765.775
105.444,4,1,0,0,70,307.253
155.364,4,4,0,1,42,1299.72
156.324,4,1,0,1,48,442.457
872.424,4,4,0,1,40,2085.958
521.172,4,4,0,1,41,1750.946
80.46,4,1,0,0,68,401.263
316.716,4,2,0,1,47,758.894
384.252,4,3,0,0,46,857.68
328.524,4,3,0,1,52,1649.211
193.284,4,2,0,1,47,940.88
475.512,4,3,0,1,54,1164.776
379.308,3,2,0,1,28,2178.104
395.388,3,3,0,0,43,2167.61
255.756,3,2,0,0,66,1428.338
227.52,3,2,0,1,52,1220.746
103.536,3,2,0,1,56,882.037
115.812,3,1,0,0,80,381.96
223.164,3,3,0,1,31,1096.7
187.272,3,1,0,0,77,690
303.696,3,2,0,0,56,1020.419
137.208,3,1,0,0,51,955.279
290.052,3,4,0,1,42,2061.905
428.544,3,4,0,1,48,2148
406.98,3,2,0,1,67,818.312
238.272,3,2,0,1,47,1021.822
326.088,3,3,0,1,46,821.79
455.784,3,3,0,1,36,1298.71
583.092,3,4,0,1,47,1819.376
654.672,3,5,0,1,44,1237.464
109.02,3,1,0,0,67,347.208
412.668,3,2,0,1,64,1279.12
263.424,3,2,0,1,53,1786.95
252.072,3,4,0,1,40,1733.388
206.604,3,2,0,0,46,750.286
209.04,3,1,0,1,54,939.324
676.092,3,7,0,1,30,1416.884
446.436,3,4,5,1,48,1754.414
197.988,3,1,0,0,66,940
211.008,3,2,0,1,59,1540.87
398.136,3,3,0,0,40,1576.841
500.1,3,6,0,1,34,1555.564
252.72,3,2,0,1,65,1385.11
463.356,3,3,0,0,50,1787.46
632.7,3,4,0,1,36,2528.34
497.916,3,4,0,1,29,2141.133
814.728,3,5,0,1,40,2825.992
466.356,3,2,0,1,58,840.082
1611.3,3,3,17,1,49,2462.198
336.48,4,2,0,1,53,680.786
304.752,4,5,2,0,56,1285.148
111.684,4,1,0,0,75,585.784
695.688,4,5,0,0,33,3044.943
744.084,4,4,0,1,39,1833.511
331.116,4,1,0,1,83,748.344
150.18,4,1,0,0,21,460.388
536.292,4,4,0,1,52,2422.3
223.068,4,1,0,1,79,769.316
158.964,4,1,0,0,54,659.4
398.916,4,4,0,1,33,978.902
296.028,4,3,0,1,28,1768.284
333.552,4,2,0,1,53,505.284
482.124,4,2,0,1,68,1330.144
487.428,4,4,0,1,45,1040.66
330.468,4,8,0,1,40,1750.12
391.2,4,3,0,0,47,999.019
422.004,4,3,0,0,81,1318.176
331.944,4,7,0,0,47,1347.472
